id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,average_act
551341001759.0,0.0671009771986971,0.60401814646792,0.714893617021277,50784.0,0.224732461355529,23.7
120051000805.0,0.0859375,0.83420365535248,0.726643598615917,48417.0,0.551677852348993,25.7448107448107
370309001328.0,0.0845569620253165,0.586070959264126,0.566283524904215,42870.0,0.286163522012579,22.8388278388278
482574005522.0,0.0820687519355838,0.61965811965812,0.719806763285024,58056.0,0.605316382548396,18.7362637362637
120165001826.0,0.225114315863524,0.477497877158222,0.686849574266793,32449.0,0.436579841449604,18.4920634920635
360015005825.0,0.120229007633588,0.288553803975326,0.369721936148301,27155.0,0.784708249496982,15.4884004884005
484188011997.0,0.0424133811230585,0.751780532840939,0.754254254254254,64225.0,0.0560975609756098,21.1782661782662
370472001901.0,0.0501240694789082,0.761027837259101,0.807719799857041,60590.0,0.21156852527358,21.1782661782662
120171003270.0,0.0617100371747212,0.775576036866359,0.794487427466151,88111.0,0.3718570798412,21.8620268620269
360009700827.0,0.11615925058548,0.484335309060119,0.572207084468665,54583.0,0.887814313346228,15.5616605616606
260252003971.0,0.0795847750865052,0.592851592851593,0.541751527494908,70521.0,0.218978102189781,20.6
220096000734.0,0.0806916426512968,0.339170506912442,0.684470820969337,36903.0,0.407766990291262,18.3
531011001689.0,0.110478359908884,0.339451913133402,0.540357660705655,33598.0,0.739046701974001,18.7606837606838
470282000993.0,0.163248221012976,0.305947271612508,0.398447606727037,22200.0,0.474966170500677,18.9
171323001567.0,0.135474860335196,0.550957381099444,0.352777777777778,43377.0,0.418131359851989,18.7
530078000155.0,0.090951932139491,0.455696202531646,0.517602283539486,37716.0,0.372687224669604,21.7887667887668
551059001384.0,0.0903246544519447,0.438223334375977,0.712174524982407,48417.0,0.191655801825293,21.6
370090002714.0,0.085177733065057,0.629051266941662,0.685545722713864,41130.0,0.424050632911392,21.6422466422466
470360000032.0,0.0764872521246459,0.524134312696747,0.691830985915493,56775.0,0.341632088520055,19.5
470318001815.0,0.150186567164179,0.448336252189142,0.454838709677419,15683.0,0.2796875,20.4
261851005536.0,0.141831238779174,0.507083181983291,0.574803149606299,46368.0,0.496350364963504,18.7
172178002452.0,0.0431458219552157,0.928688974218321,0.78584729981378,134063.0,0.0341931613677265,26.1
390503003908.0,0.0892947742262811,0.626199616122841,0.884057971014493,56899.0,0.236486486486486,22.0
250420000568.0,0.0884210526315789,0.686965811965812,0.806081468732071,85326.0,0.113467656415695,22.008547008547
130174000707.0,0.0509342977697408,0.445440956651719,0.72111846946284,43750.0,0.879130434782609,18.003663003663
370294001179.0,0.174978127734033,0.475558237779119,0.460087082728592,32557.0,0.453666398066076,20.3968253968254
170032605634.0,0.0625283189850476,0.585509688289806,0.748422712933754,53623.0,0.232911392405063,21.3
172335002571.0,0.0865603644646925,0.741954022988506,0.855714285714286,82727.0,0.160222531293463,21.8
550960003342.0,0.101276595744681,0.674859550561798,0.887287024901704,57893.0,0.565960912052117,19.6
341314005604.0,0.0992706645056726,0.652572796170722,0.543822597676874,68400.0,0.798634812286689,15.5128205128205
360010105834.0,0.216335540838852,0.651452282157676,0.404063205417607,59196.0,0.620253164556962,17.2466422466422
210063000120.0,0.0905874026893135,0.580425531914894,0.452261306532663,29267.0,0.299386503067485,21.6
390475702919.0,0.0822440087145969,0.469046543154089,0.648675171736997,52292.0,0.577235772357724,21.0
390506404016.0,0.0837782340862423,0.468199233716475,0.673151750972763,44175.0,0.783333333333333,21.0
484122004720.0,0.0805555555555556,0.760287081339713,0.814734561213434,90341.0,0.443059982613735,19.029304029304
220156002006.0,0.154259401381427,0.282136894824708,0.273972602739726,18131.0,0.644067796610169,18.3
181056001733.0,0.110412299091544,0.405590416428979,0.547761194029851,34419.0,0.299781181619256,20.3382173382173
171803002082.0,0.101981351981352,0.523836231071228,0.696540880503145,42627.0,0.362244897959184,19.6
390438200754.0,0.0795081967213115,0.476999292285916,0.842592592592593,44167.0,0.618978102189781,20.0
341629000449.0,0.176569506726457,0.322026232473994,0.370716510903427,22875.0,0.657276995305164,14.9023199023199
470435001749.0,0.0680412371134021,0.520661157024793,0.60184473481937,40179.0,0.472846955567745,18.5
551404001832.0,0.0726474890297416,0.590361445783133,0.618453865336658,46835.0,0.354895104895105,21.9
481521001028.0,0.0225095785440613,0.883435582822086,0.896073903002309,132308.0,0.076822491010134,25.0610500610501
250861001375.0,0.0617283950617284,0.96781954887218,0.865104496516783,175370.0,0.0916245081506464,26.8925518925519
370108000449.0,0.11509900990099,0.519044911881751,0.464285714285714,46469.0,0.222885572139303,21.8620268620269
181197001891.0,0.0509596293845136,0.716959727736812,0.76319350473613,74119.0,0.189073634204276,22.2820512820513
291989001058.0,0.126834381551363,0.196969696969697,0.336076817558299,26250.0,0.539351851851852,19.0
421092004373.0,0.0434782608695652,0.790876777251185,0.738317757009346,52131.0,0.266211604095563,21.5689865689866
390477302956.0,0.0833737275811924,0.344974446337308,0.832490974729242,48443.0,0.318181818181818,20.0
250432000579.0,0.067334167709637,0.520867719877387,0.664955070603338,73022.0,0.147058823529412,21.8131868131868
370472001844.0,0.0496209510682288,0.513113651647613,0.601864181091877,52857.0,0.259259259259259,23.9133089133089
170417000115.0,0.103908955962395,0.539238721804511,0.65375854214123,53577.0,0.282148670645686,22.6
180004502137.0,0.203683640303359,0.532445923460898,0.199255121042831,21600.0,0.467889908256881,20.97557997558
551062001390.0,0.100686498855835,0.727104189840564,0.757575757575758,57135.0,0.263905325443787,23.3
390442501182.0,0.0314055917273075,0.518142235123367,0.594346829640947,51317.0,0.285407725321888,21.0
470014801130.0,0.207692307692308,0.322372662798195,0.413486005089059,41359.0,0.711077844311377,16.6
420259000517.0,0.0822368421052632,0.445806768023541,0.733870967741935,46600.0,0.304895104895105,21.3003663003663
482820003158.0,0.0164868105515588,0.669339748730286,0.793296089385475,66821.0,0.168582375478927,21.8131868131868
180396000685.0,0.0549860205032619,0.616071428571429,0.61579296615793,42600.0,0.145205479452055,21.6373626373626
530393002009.0,0.0407608695652174,0.473801065719361,0.54871447902571,39144.0,0.384242424242424,22.1062271062271
530870001466.0,0.0899198167239404,0.670816044260028,0.751728907330567,50556.0,0.626293995859213,19.1514041514042
390436600204.0,0.0595405532114393,0.656277436347673,0.71358024691358,59850.0,0.172334558823529,22.0
370069000274.0,0.0742832319721981,0.511294370742202,0.731100478468899,51406.0,0.261271676300578,21.5201465201465
482142002162.0,0.165452207458208,0.304059328649493,0.677725118483412,48057.0,0.433247200689061,20.030525030525
251323002239.0,0.12640099626401,0.611013473930873,0.415343915343915,45458.0,0.777606177606178,16.025641025641
340600001494.0,0.116194625998548,0.420735052111903,0.731895223420647,49931.0,0.508706467661692,19.6398046398046
250279001898.0,0.0424168446750076,0.86015756893641,0.850459482038429,80923.0,0.766336633663366,16.4896214896215
390455002252.0,0.0709964979305954,0.604938271604938,0.64330844342332,58000.0,0.18348623853211,23.0
220180001661.0,0.0662983425414365,0.45203127980164,0.61189698948132,63494.0,0.312646370023419,20.9
390058605078.0,0.188911704312115,0.573700305810398,0.419037199124726,31111.0,0.593264248704663,20.0
341170001182.0,0.0695053224796493,0.766025641025641,0.926940639269406,124619.0,0.106686701728024,21.5201465201465
370414001672.0,0.0741811175337187,0.491635951233343,0.670514165792235,42696.0,0.546961325966851,19.3467643467643
340774004612.0,0.138809523809524,0.610840567435952,0.865983971504898,104045.0,0.103734439834025,21.9108669108669
370408001640.0,0.124921135646688,0.56027397260274,0.793959007551241,34042.0,0.535099337748344,18.6141636141636
120105003868.0,0.0849317988064791,0.685942072863054,0.779931584948689,59939.0,0.386138613861386,21.2515262515263
483510008150.0,0.0577991848832901,0.963813719320327,0.850567842199641,129324.0,0.098062015503876,25.4761904761905
360008805543.0,0.145116279069767,0.653976311336717,0.175298804780877,47625.0,0.994163424124514,15.1953601953602
261296004994.0,0.100456621004566,0.56437889960295,0.669039145907473,37943.0,0.493765586034913,17.7
120087000965.0,0.140202702702703,0.532126696832579,0.342995169082126,43207.0,0.539430449069003,23.009768009768
120108003966.0,0.173857868020305,0.601645123384254,0.524017467248908,55500.0,0.778285714285714,16.7826617826618
120033000357.0,0.0542521994134897,0.701923076923077,0.658303464755078,48660.0,0.240893066980023,22.8144078144078
390435300104.0,0.182375478927203,0.323087431693989,0.393162393162393,30156.0,0.486011191047162,19.0
172409005032.0,0.0815884476534296,0.588271227855834,0.916666666666667,65273.0,0.380883066472586,20.4
370495001988.0,0.162231320368475,0.355555555555556,0.526232114467409,32168.0,0.431718061674009,21.6178266178266
483574004048.0,0.0529907667603372,0.517265930936276,0.773555027711797,41437.0,0.315151515151515,19.3956043956044
180266000320.0,0.0792870313460357,0.721915285451197,0.773927392739274,65350.0,0.246428571428571,21.7789987789988
551092001428.0,0.0809210526315789,0.468553459119497,0.792307692307692,51071.0,0.366013071895425,22.0
370357002906.0,0.13986013986014,0.514027149321267,0.285971223021583,29955.0,0.405263157894737,23.3516483516484
120138001333.0,0.0601454064771976,0.719328703703704,0.550751879699248,44362.0,0.110770801429301,23.4981684981685
